Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
NATI,National Instruments Corporation,42.76,$5.64B,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nati
NRC,National Research Corporation,56,$1.39B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nrc
NSEC,"National Security Group, Inc.",11.75,$29.69M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nsec
EYE,"National Vision Holdings, Inc.",29.97,$2.34B,2017,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/eye
NWLI,"National Western Life Group, Inc.",258.26,$939.04M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nwli
NAII,"Natural Alternatives International, Inc.",12.3,$89.28M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/naii
NHTC,Natural Health Trends Corp.,7.95,$89.24M,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/nhtc
NATR,"Nature&#39;s Sunshine Products, Inc.",8.75,$168.64M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/natr
BABY,Natus Medical Incorporated,25.39,$863.41M,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/baby
JSM,Navient Corporation,21.46,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jsm
NAVI,Navient Corporation,13.92,$3.33B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/navi
NMCI,Navios Maritime Containers L.P.,2.1,$72.67M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nmci
NBCP,NB Capital Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nbcp
NBTB,NBT Bancorp Inc.,37.28,$1.63B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nbtb
NCSM,"NCS Multistage Holdings, Inc.",3.14,$146.54M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ncsm
NEBU,Nebula Acquisition Corporation,10.1,$347.19M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebu
NEBUU,Nebula Acquisition Corporation,10.35,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuu
NEBUW,Nebula Acquisition Corporation,1,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuw
NKTR,Nektar Therapeutics,36.27,$6.32B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nktr
NMRD,Nemaura Medical Inc.,0.9398,$195.47M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nmrd
NEOG,Neogen Corporation,60.68,$3.16B,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/neog
NEO,"NeoGenomics, Inc.",23.05,$2.2B,n/a,Health Care,Precision Instruments,https://www.nasdaq.com/symbol/neo
NTGN,"Neon Therapeutics, Inc.",4.5,$127.49M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ntgn
NEON,Neonode Inc.,2.71,$23.88M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/neon
NEOS,"Neos Therapeutics, Inc.",1.4,$69.61M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/neos
NVCN,Neovasc Inc.,4.8,$35.91M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcn
NEPT,Neptune Wellness Solutions Inc.,4.5,$365.97M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nept
UEPS,"Net 1 UEPS Technologies, Inc.",3.97,$225.56M,2005,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ueps
NETE,"Net Element, Inc.",4.35,$17.9M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nete
NTAP,"NetApp, Inc.",62.49,$15B,1995,Technology,Electronic Components,https://www.nasdaq.com/symbol/ntap
NTES,"NetEase, Inc.",265.57,$33.98B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ntes
NFLX,"Netflix, Inc.",381.72,$166.9B,2002,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/nflx
NTGR,"NETGEAR, Inc.",25.94,$816.89M,2003,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ntgr
NTCT,"NetScout Systems, Inc.",26.05,$2.02B,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/ntct
NTWK,NetSol Technologies Inc.,5.71,$66.65M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntwk
CUR,"Neuralstem, Inc.",0.32,$6.4M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cur
NBIX,"Neurocrine Biosciences, Inc.",85.8,$7.83B,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nbix
NURO,"NeuroMetrix, Inc.",0.41,$3.62M,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuro
NUROW,"NeuroMetrix, Inc.",0.025,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nurow
STIM,"Neuronetics, Inc.",12.51,$229.03M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/stim
NTRP,"Neurotrope, Inc.",7.81,$101.12M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntrp
NBEV,New Age Beverages Corporation,4.47,$337.01M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/nbev
NFE,New Fortress Energy LLC,11.84,$1.99B,2019,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/nfe
NYMT,"New York Mortgage Trust, Inc.",6.17,$1.17B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymt
NYMTN,"New York Mortgage Trust, Inc.",24.39,$131.71M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymtn
NYMTO,"New York Mortgage Trust, Inc.",24.751,$89.1M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymto
NYMTP,"New York Mortgage Trust, Inc.",24.393,$73.18M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nymtp
NEWA,"Newater Technology, Inc.",5.68,$61.4M,2017,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/newa
NWL,Newell Brands Inc.,15.46,$6.54B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/nwl
NLNK,NewLink Genetics Corporation,1.44,$53.68M,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nlnk
NMRK,"Newmark Group, Inc.",9.31,$1.66B,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/nmrk
NWS,News Corporation,13.9,$8.13B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nws
NWSA,News Corporation,13.45,$7.87B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nwsa
NEWT,Newtek Business Services Corp.,22.8,$435.83M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newt
NEWTI,Newtek Business Services Corp.,25.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newti
NEWTZ,Newtek Business Services Corp.,26.2808,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newtz
NXMD,"Nexeon Medsystems, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nxmd
NXST,"Nexstar Media Group, Inc.",110.42,$5.09B,2003,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/nxst
NXTC,"NextCure, Inc.",16.89,$383.65M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nxtc
NEXT,NextDecade Corporation,6.01,$661.77M,2015,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/next
NXGN,"NextGen Healthcare, Inc.",19.94,$1.3B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nxgn
BIMI,NF Energy Saving Corporation,2.9,$21.96M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/bimi
NGM,"NGM Biopharmaceuticals, Inc.",13.96,$921.67M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ngm
NODK,"NI Holdings, Inc.",17.89,$397.32M,2017,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nodk
EGOV,NIC Inc.,16.43,$1.1B,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/egov
NICE,NICE Ltd,142.12,$8.85B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/nice
NICK,"Nicholas Financial, Inc.",9.05,$71.5M,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/nick
NCBS,Nicolet Bankshares Inc.,63.17,$591.14M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ncbs
NIHD,"NII Holdings, Inc.",1.71,$173.86M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/nihd
NIU,Niu Technologies,6.57,$488.39M,2018,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/niu
LASR,"nLIGHT, Inc.",18.85,$697.54M,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/lasr
NMIH,NMI Holdings Inc,28.66,$1.94B,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nmih
NNBR,"NN, Inc.",9.57,$405.45M,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nnbr
NDLS,Noodles & Company,7.97,$350.26M,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ndls
NDSN,Nordson Corporation,140.84,$8.09B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ndsn
NSYS,Nortech Systems Incorporated,4,$10.74M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nsys
NBN,Northeast Bank,21.35,$193.04M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nbn
NTIC,Northern Technologies International Corporation,12.05,$109.35M,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/ntic
NTRS,Northern Trust Corporation,92.79,$20.2B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrs
NTRSP,Northern Trust Corporation,25.42,$5.53B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrsp
NFBK,"Northfield Bancorp, Inc.",15.63,$778.03M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nfbk
NRIM,Northrim BanCorp Inc,35.35,$242.15M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nrim
NWBI,"Northwest Bancshares, Inc.",17.54,$1.86B,2009,Finance,Major Banks,https://www.nasdaq.com/symbol/nwbi
NWPX,Northwest Pipe Company,25.25,$245.81M,1995,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/nwpx
NCLH,Norwegian Cruise Line Holdings Ltd.,52.76,$11.36B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh
NWFL,Norwood Financial Corp.,35.9,$225.77M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nwfl
NVFY,"Nova Lifestyle, Inc",0.7314,$20.33M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/nvfy
NVMI,Nova Measuring Instruments Ltd.,25.81,$721.78M,2000,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/nvmi
NOVN,"Novan, Inc.",2.9,$75.6M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/novn
NOVT,Novanta Inc.,92.28,$3.23B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/novt
NVAX,"Novavax, Inc.",5.08,$119.24M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nvax
NVLN,Novelion Therapeutics Inc. ,0.75,$13.92M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvln
NVCR,NovoCure Limited,64.45,$6.17B,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcr
NVUS,"Novus Therapeutics, Inc.",0.92,$11.86M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvus
NUAN,"Nuance Communications, Inc.",16.1,$4.67B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nuan
NCNA,NuCana plc,10.2,$328.81M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ncna
NTNX,"Nutanix, Inc.",27.11,$5.04B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntnx
NUVA,"NuVasive, Inc.",57.08,$2.96B,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuva
NVTR,Nuvectra Corporation,2.9,$51.62M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvtr
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,22.74,$886.13M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqqx
NVEE,"NV5 Global, Inc.",83.02,$1.04B,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nvee
NVEC,NVE Corporation,68.44,$331.66M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvec
NVDA,NVIDIA Corporation,162.75,$99.11B,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvda
NXPI,NXP Semiconductors N.V.,97.68,$27.86B,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/nxpi
NXTD,NXT-ID Inc.,0.72,$21.05M,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtd
NXTDW,NXT-ID Inc.,0.0368,n/a,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtdw
NYMX,Nymox Pharmaceutical Corporation,1.46,$99.17M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/nymx
OIIM,O2Micro International Limited,1.3672,$36.12M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/oiim
OVLY,Oak Valley Bancorp (CA),19.55,$160.5M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ovly
OCSL,Oaktree Specialty Lending Corporation,5.49,$773.87M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsl
OCSLL,Oaktree Specialty Lending Corporation,25.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsll
OCSI,Oaktree Strategic Income Corporation,8.46,$249.29M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsi
OASM,Oasmia Pharmaceutical AB,1.23,$92.21M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/oasm
OBLN,"Obalon Therapeutics, Inc.",0.6567,$20.36M,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/obln
OBSV,ObsEva SA,11.02,$483.66M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/obsv
OBCI,"Ocean Bio-Chem, Inc.",3.4,$31.84M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/obci
OPTT,"Ocean Power Technologies, Inc.",1.87,$5.21M,2007,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/optt
OCFC,OceanFirst Financial Corp.,25.03,$1.28B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ocfc
OFED,Oconee Federal Financial Corp.,23,$132.24M,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ofed
OCUL,"Ocular Therapeutix, Inc.",4.75,$203.48M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ocul
ODT,"Odonate Therapeutics, Inc.",37.03,$991.06M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/odt
OMEX,"Odyssey Marine Exploration, Inc.",5.72,$52.75M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/omex
ODP,"Office Depot, Inc.",2.12,$1.16B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/odp
OPI,Office Properties Income Trust,27.73,$1.33B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/opi
OPINI,Office Properties Income Trust,24.98,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/opini
OFS,OFS Capital Corporation,12.2,$163.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofs
OFSSL,OFS Capital Corporation,25.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofssl
OFSSZ,OFS Capital Corporation,25.55,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofssz
OCCI,"OFS Credit Company, Inc.",17.7747,$44.53M,2018,n/a,n/a,https://www.nasdaq.com/symbol/occi
OCCIP,"OFS Credit Company, Inc.",25.3856,$20.31M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/occip
OHAI,OHA Investment Corporation,1.14,$23M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ohai
OVBC,Ohio Valley Banc Corp.,38.04,$181.02M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ovbc
OHRP,"Ohr Pharmaceutical, Inc.",3.15,$8.91M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ohrp
OKTA,"Okta, Inc.",127.5,$14.55B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/okta
ODFL,"Old Dominion Freight Line, Inc.",149.53,$12.1B,1991,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/odfl
OLBK,"Old Line Bancshares, Inc.",26.38,$449.51M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/olbk
ONB,Old National Bancorp,16.81,$2.92B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/onb
OPOF,Old Point Financial Corporation,22.1001,$114.96M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/opof
OSBC,"Old Second Bancorp, Inc.",12.83,$383.57M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/osbc
OSBCP,"Old Second Bancorp, Inc.",10.8099,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/osbcp
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",84.06,$5.34B,2015,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/olli
ZEUS,"Olympic Steel, Inc.",13.39,$147.35M,1994,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/zeus
OFLX,"Omega Flex, Inc.",74.29,$749.72M,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/oflx
OMER,Omeros Corporation,15.15,$743.23M,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/omer
OMCL,"Omnicell, Inc.",86.22,$3.55B,2001,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/omcl
ON,ON Semiconductor Corporation,19.83,$8.18B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/on
OTIV,On Track Innovations Ltd,0.4521,$18.67M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/otiv
ONCY,Oncolytics Biotech Inc.,1.69,$34.3M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/oncy
ONTX,"Onconova Therapeutics, Inc.",2.84,$17.04M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ontx
ONTXW,"Onconova Therapeutics, Inc.",0.1253,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ontxw
ONCS,OncoSec Medical Incorporated,2.26,$23.99M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/oncs
ONCT,"Oncternal Therapeutics, Inc. ",5.99,$92.07M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/onct
OSS,"One Stop Systems, Inc.",2.08,$30.16M,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/oss
OSPN,OneSpan Inc.,13.75,$552.95M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ospn
OSW,OneSpaWorld Holdings Limited,14.75,$901.49M,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/osw
OPBK,OP Bancorp,10,$156.9M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/opbk
OTEX,Open Text Corporation,42.33,$11.42B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/otex
OPRA,Opera Limited,10.03,$1.11B,2018,n/a,n/a,https://www.nasdaq.com/symbol/opra
OPES,Opes Acquisition Corp.,10.35,$153.39M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/opes
OPESU,Opes Acquisition Corp.,10.5,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/opesu
OPESW,Opes Acquisition Corp.,0.2625,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/opesw
OPGN,"OpGen, Inc.",0.3524,$6.22M,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/opgn
OPGNW,"OpGen, Inc.",0.25,n/a,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/opgnw
OPNT,"Opiant Pharmaceuticals, Inc.",13.25,$52.94M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/opnt
OPK,"Opko Health, Inc.",2.37,$1.46B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/opk
OBAS,Optibase Ltd.,11.8,$61.55M,1999,Finance,Real Estate,https://www.nasdaq.com/symbol/obas
OCC,Optical Cable Corporation,4.02,$29.99M,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/occ
OPRX,OptimizeRx Corporation,16.21,$199.04M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/oprx
OPHC,"OptimumBank Holdings, Inc.",3.51,$6.52M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ophc
OPTN,"OptiNose, Inc.",6.74,$278.12M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/optn
OPB,Opus Bank,21.27,$766.97M,2014,n/a,n/a,https://www.nasdaq.com/symbol/opb
ORMP,Oramed Pharmaceuticals Inc.,3.2,$55.62M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ormp
OSUR,"OraSure Technologies, Inc.",9.13,$563.21M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/osur
ORBC,ORBCOMM Inc.,7.46,$594.38M,2006,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/orbc
ORTX,Orchard Therapeutics plc,13.9,$1.2B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ortx
ORLY,"O&#39;Reilly Automotive, Inc.",386.22,$30.23B,1993,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/orly
OGI,Organigram Holdings Inc.,6.52,$1.02B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ogi
ORGO,Organogenesis Holdings Inc. ,7.75,$707.7M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orgo
ONVO,"Organovo Holdings, Inc.",0.47,$61.21M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/onvo
ORGS,Orgenesis Inc.,4.22,$68.01M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orgs
SEED,Origin Agritech Limited,6.01,$19.21M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/seed
OBNK,"Origin Bancorp, Inc.",34.69,$823.75M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/obnk
OESX,"Orion Energy Systems, Inc.",3.08,$92.17M,2015,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/oesx
ORIT,Oritani Financial Corp.,17.63,$795.06M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/orit
ORRF,Orrstown Financial Services Inc,21.7,$245.85M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/orrf
OFIX,Orthofix Medical Inc. ,51.84,$988.43M,1992,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ofix
KIDS,OrthoPediatrics Corp.,37.61,$561.28M,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/kids
OSIS,"OSI Systems, Inc.",116.69,$2.11B,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/osis
OSMT,Osmotica Pharmaceuticals plc,3.88,$203.77M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/osmt
OSN,"Ossen Innovation Co., Ltd.",1.9468,$12.84M,2010,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/osn
OTEL,Otelco Inc.,14.965,$51.04M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/otel
OTG,"OTG EXP, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/otg
OTIC,"Otonomy, Inc.",2.59,$79.48M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/otic
OTTW,"Ottawa Bancorp, Inc.",13.04,$43.38M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ottw
OTTR,Otter Tail Corporation,52.79,$2.1B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ottr
OTLK,"Outlook Therapeutics, Inc.",2.27,$50.17M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/otlk
OTLKW,"Outlook Therapeutics, Inc.",0.16,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/otlkw
OSTK,"Overstock.com, Inc.",14.78,$521.38M,2002,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ostk
OVID,Ovid Therapeutics Inc.,2.59,$100.21M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ovid
OXBR,Oxbridge Re Holdings Limited,1.13,$6.48M,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/oxbr
OXBRW,Oxbridge Re Holdings Limited,0.0698,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/oxbrw
OXFD,Oxford Immunotec Global PLC,13.63,$362.87M,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/oxfd
OXLC,Oxford Lane Capital Corp.,10.15,$431.86M,2011,n/a,n/a,https://www.nasdaq.com/symbol/oxlc
OXLCM,Oxford Lane Capital Corp.,25.4152,$69.37M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxlcm
OXLCO,Oxford Lane Capital Corp.,25.527,$92.31M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxlco
OXSQ,Oxford Square Capital Corp.,6.46,$307.83M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxsq
OXSQL,Oxford Square Capital Corp.,25.5753,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxsql
OXSQZ,Oxford Square Capital Corp.,25.226,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxsqz
